Price,Close,High,Low,Open,Volume
Ticker,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
Datetime,,,,,
2026-04-08 03:45:00+00:00,55040.5,55082.1484375,54809.8515625,54904.44921875,0
2026-04-08 03:50:00+00:00,54915.69921875,55130.44921875,54903.75,55043.44921875,0
2026-04-08 03:55:00+00:00,54956.5,55018.30078125,54893.3515625,54923.25,0
2026-04-08 04:00:00+00:00,55007.3984375,55062.8515625,54951.1015625,54951.1015625,0
2026-04-08 04:05:00+00:00,55131.3984375,55140.5,55001.25,55004.75,0
2026-04-08 04:10:00+00:00,55180.1484375,55188.75,55116.3515625,55124.3515625,0
2026-04-08 04:15:00+00:00,55235.5,55276.30078125,55177.94921875,55177.94921875,0
2026-04-08 04:20:00+00:00,55215.55078125,55306.6015625,55183.5,55229.25,0
2026-04-08 04:25:00+00:00,55165.19921875,55268.0,55148.30078125,55213.0,0
2026-04-08 04:30:00+00:00,55175.80078125,55277.75,55140.94921875,55164.69921875,0
2026-04-08 04:35:00+00:00,55202.3515625,55293.44921875,55173.44921875,55173.44921875,0
2026-04-08 04:40:00+00:00,55181.05078125,55210.3984375,55164.19921875,55197.8984375,0
2026-04-08 04:45:00+00:00,55247.6484375,55248.1484375,55151.5,55184.6484375,0
2026-04-08 04:50:00+00:00,55224.55078125,55262.05078125,55169.3515625,55251.05078125,0
2026-04-08 04:55:00+00:00,55324.3984375,55327.44921875,55206.25,55225.5,0
2026-04-08 05:00:00+00:00,55378.19921875,55383.75,55287.1484375,55326.30078125,0
2026-04-08 05:05:00+00:00,55315.75,55378.8515625,55282.5,55378.8515625,0
2026-04-08 05:10:00+00:00,55347.69921875,55361.44921875,55273.05078125,55319.75,0
2026-04-08 05:15:00+00:00,55386.19921875,55405.6015625,55322.8984375,55342.3515625,0
2026-04-08 05:20:00+00:00,55451.8515625,55458.80078125,55386.25,55386.25,0
2026-04-08 05:25:00+00:00,55477.6484375,55502.3984375,55432.3984375,55452.8984375,0
2026-04-08 05:30:00+00:00,55475.0,55533.8515625,55459.94921875,55478.75,0
2026-04-08 05:35:00+00:00,55488.80078125,55505.80078125,55465.3515625,55484.6484375,0
2026-04-08 05:40:00+00:00,55489.44921875,55527.19921875,55480.94921875,55489.30078125,0
2026-04-08 05:45:00+00:00,55502.5,55550.3984375,55470.55078125,55488.1484375,0
2026-04-08 05:50:00+00:00,55503.6484375,55528.05078125,55479.75,55504.3515625,0
2026-04-08 05:55:00+00:00,55457.3984375,55514.6484375,55449.05078125,55504.6484375,0
2026-04-08 06:00:00+00:00,55460.6484375,55479.3984375,55414.3984375,55461.69921875,0
2026-04-08 06:05:00+00:00,55443.80078125,55471.30078125,55396.05078125,55460.30078125,0
2026-04-08 06:10:00+00:00,55425.6484375,55479.94921875,55421.3984375,55441.05078125,0
2026-04-08 06:15:00+00:00,55430.8984375,55463.8515625,55422.30078125,55422.30078125,0
2026-04-08 06:20:00+00:00,55356.94921875,55436.75,55335.55078125,55429.25,0
2026-04-08 06:25:00+00:00,55303.0,55362.5,55279.55078125,55358.3984375,0
2026-04-08 06:30:00+00:00,55408.30078125,55411.3984375,55288.6015625,55303.3984375,0
2026-04-08 06:35:00+00:00,55412.1484375,55427.55078125,55377.6015625,55405.3984375,0
2026-04-08 06:40:00+00:00,55419.30078125,55433.25,55398.75,55411.3515625,0
2026-04-08 06:45:00+00:00,55418.6015625,55429.30078125,55398.55078125,55422.05078125,0
2026-04-08 06:50:00+00:00,55424.05078125,55434.6015625,55403.75,55416.69921875,0
2026-04-08 06:55:00+00:00,55381.3515625,55429.80078125,55376.19921875,55421.5,0
2026-04-08 07:00:00+00:00,55309.94921875,55383.30078125,55266.30078125,55380.8984375,0
2026-04-08 07:05:00+00:00,55329.30078125,55334.0,55292.19921875,55309.80078125,0
2026-04-08 07:10:00+00:00,55402.6484375,55423.94921875,55314.3515625,55322.8984375,0
2026-04-08 07:15:00+00:00,55410.6015625,55411.6484375,55364.5,55401.0,0
2026-04-08 07:20:00+00:00,55431.69921875,55434.0,55385.05078125,55410.05078125,0
2026-04-08 07:25:00+00:00,55480.1484375,55491.44921875,55428.05078125,55431.0,0
2026-04-08 07:30:00+00:00,55412.3515625,55483.69921875,55387.55078125,55477.80078125,0
2026-04-08 07:35:00+00:00,55415.05078125,55432.05078125,55372.3984375,55412.8984375,0
2026-04-08 07:40:00+00:00,55424.55078125,55468.44921875,55410.6015625,55415.6015625,0
2026-04-08 07:45:00+00:00,55406.3515625,55453.1015625,55405.1484375,55426.75,0
2026-04-08 07:50:00+00:00,55428.3984375,55435.3984375,55393.94921875,55405.3984375,0
2026-04-08 07:55:00+00:00,55463.6015625,55470.1484375,55420.8515625,55426.0,0
2026-04-08 08:00:00+00:00,55469.55078125,55472.80078125,55436.5,55463.6015625,0
2026-04-08 08:05:00+00:00,55508.5,55533.19921875,55468.80078125,55471.80078125,0
2026-04-08 08:10:00+00:00,55433.05078125,55507.8984375,55421.69921875,55506.1015625,0
2026-04-08 08:15:00+00:00,55434.44921875,55453.0,55415.30078125,55430.0,0
2026-04-08 08:20:00+00:00,55423.1015625,55489.55078125,55397.75,55434.1484375,0
2026-04-08 08:25:00+00:00,55480.3984375,55481.75,55423.0,55426.5,0
2026-04-08 08:30:00+00:00,55460.75,55480.44921875,55436.6015625,55480.05078125,0
2026-04-08 08:35:00+00:00,55450.55078125,55478.5,55419.8984375,55461.80078125,0
2026-04-08 08:40:00+00:00,55422.05078125,55489.6484375,55404.55078125,55448.19921875,0
2026-04-08 08:45:00+00:00,55479.19921875,55481.0,55416.5,55422.8984375,0
2026-04-08 08:50:00+00:00,55546.1015625,55547.8984375,55474.94921875,55478.94921875,0
2026-04-08 08:55:00+00:00,55544.8984375,55574.1484375,55522.19921875,55547.05078125,0
2026-04-08 09:00:00+00:00,55554.94921875,55583.1484375,55531.30078125,55550.6015625,0
2026-04-08 09:05:00+00:00,55595.44921875,55605.1484375,55547.55078125,55554.0,0
2026-04-08 09:10:00+00:00,55666.75,55694.3984375,55593.19921875,55597.1015625,0
2026-04-08 09:15:00+00:00,55652.0,55753.0,55645.44921875,55667.3515625,0
2026-04-08 09:20:00+00:00,55660.1484375,55667.94921875,55610.55078125,55647.30078125,0
2026-04-08 09:25:00+00:00,55702.19921875,55704.55078125,55643.30078125,55660.30078125,0
2026-04-08 09:30:00+00:00,55674.05078125,55701.05078125,55586.1484375,55699.8984375,0
2026-04-08 09:35:00+00:00,55692.30078125,55728.6015625,55673.30078125,55677.1015625,0
2026-04-08 09:40:00+00:00,55678.8984375,55720.94921875,55655.3984375,55690.69921875,0
2026-04-08 09:45:00+00:00,55704.8515625,55717.3984375,55660.94921875,55678.55078125,0
2026-04-08 09:50:00+00:00,55716.1015625,55733.8984375,55689.80078125,55704.8984375,0
2026-04-08 09:55:00+00:00,55757.75,55777.3515625,55718.55078125,55723.05078125,0
2026-04-09 03:45:00+00:00,55507.3984375,55574.80078125,55254.75,55525.05078125,0
2026-04-09 03:50:00+00:00,55542.80078125,55576.0,55472.19921875,55497.19921875,0
2026-04-09 03:55:00+00:00,55533.69921875,55566.0,55508.3984375,55541.1015625,0
2026-04-09 04:00:00+00:00,55318.3984375,55557.3515625,55310.55078125,55537.55078125,0
2026-04-09 04:05:00+00:00,55339.3515625,55404.3515625,55313.3515625,55317.55078125,0
2026-04-09 04:10:00+00:00,55267.6015625,55362.1484375,55244.8515625,55340.44921875,0
2026-04-09 04:15:00+00:00,55155.05078125,55328.8515625,55155.05078125,55267.8984375,0
2026-04-09 04:20:00+00:00,55161.44921875,55187.8984375,55093.5,55155.25,0
2026-04-09 04:25:00+00:00,55152.1484375,55181.44921875,55112.44921875,55160.69921875,0
2026-04-09 04:30:00+00:00,55238.8515625,55269.44921875,55078.8515625,55151.6484375,0
2026-04-09 04:35:00+00:00,55261.6484375,55263.30078125,55195.19921875,55231.3984375,0
2026-04-09 04:40:00+00:00,55349.3515625,55384.44921875,55259.69921875,55259.69921875,0
2026-04-09 04:45:00+00:00,55472.44921875,55481.69921875,55305.94921875,55349.0,0
2026-04-09 04:50:00+00:00,55457.05078125,55473.3984375,55381.1484375,55473.3984375,0
2026-04-09 04:55:00+00:00,55442.19921875,55460.19921875,55342.30078125,55456.55078125,0
2026-04-09 05:00:00+00:00,55506.8515625,55536.3984375,55441.5,55451.6015625,0
2026-04-09 05:05:00+00:00,55434.8515625,55567.80078125,55434.8515625,55501.80078125,0
2026-04-09 05:10:00+00:00,55297.94921875,55439.75,55284.80078125,55435.05078125,0
2026-04-09 05:15:00+00:00,55361.6015625,55389.3984375,55297.30078125,55297.30078125,0
2026-04-09 05:20:00+00:00,55349.6484375,55365.3515625,55304.8984375,55360.25,0
2026-04-09 05:25:00+00:00,55370.8515625,55403.19921875,55346.25,55346.25,0
2026-04-09 05:30:00+00:00,55415.44921875,55478.0,55369.94921875,55371.6484375,0
2026-04-09 05:35:00+00:00,55418.25,55444.05078125,55351.8984375,55416.1015625,0
2026-04-09 05:40:00+00:00,55372.0,55442.69921875,55360.3515625,55416.94921875,0
2026-04-09 05:45:00+00:00,55303.19921875,55385.80078125,55294.80078125,55372.0,0
2026-04-09 05:50:00+00:00,55304.05078125,55334.30078125,55231.5,55305.75,0
2026-04-09 05:55:00+00:00,55288.0,55339.05078125,55282.94921875,55304.6484375,0
2026-04-09 06:00:00+00:00,55272.6015625,55343.75,55242.3515625,55287.94921875,0
2026-04-09 06:05:00+00:00,55280.94921875,55297.1484375,55252.44921875,55263.3984375,0
2026-04-09 06:10:00+00:00,55269.8515625,55308.5,55245.0,55279.69921875,0
2026-04-09 06:15:00+00:00,55288.44921875,55289.94921875,55230.30078125,55269.25,0
2026-04-09 06:20:00+00:00,55250.1484375,55293.6484375,55222.8515625,55284.6484375,0
2026-04-09 06:25:00+00:00,55251.1484375,55294.6484375,55218.8515625,55250.80078125,0
2026-04-09 06:30:00+00:00,55222.19921875,55299.6015625,55208.19921875,55252.1484375,0
2026-04-09 06:35:00+00:00,55286.75,55286.75,55182.3515625,55219.55078125,0
2026-04-09 06:40:00+00:00,55230.8515625,55309.19921875,55222.0,55280.3984375,0
2026-04-09 06:45:00+00:00,55231.55078125,55244.1484375,55206.55078125,55230.5,0
2026-04-09 06:50:00+00:00,55178.05078125,55237.1015625,55170.69921875,55230.8515625,0
2026-04-09 06:55:00+00:00,55188.94921875,55223.30078125,55123.80078125,55173.1484375,0
2026-04-09 07:00:00+00:00,55171.25,55233.1484375,55166.55078125,55192.6484375,0
2026-04-09 07:05:00+00:00,55130.6484375,55190.05078125,55105.94921875,55173.30078125,0
2026-04-09 07:10:00+00:00,55126.6484375,55176.94921875,55106.8515625,55132.0,0
2026-04-09 07:15:00+00:00,55004.5,55136.69921875,55004.19921875,55134.6484375,0
2026-04-09 07:20:00+00:00,55072.6484375,55088.69921875,54984.0,55007.80078125,0
2026-04-09 07:25:00+00:00,55008.8515625,55082.6015625,54998.6484375,55074.6484375,0
2026-04-09 07:30:00+00:00,54993.94921875,55033.1484375,54987.69921875,55010.30078125,0
2026-04-09 07:35:00+00:00,55024.44921875,55030.8984375,54974.6484375,54993.94921875,0
2026-04-09 07:40:00+00:00,54961.6015625,55025.80078125,54939.80078125,55023.30078125,0
2026-04-09 07:45:00+00:00,54920.80078125,54962.30078125,54912.80078125,54959.44921875,0
2026-04-09 07:50:00+00:00,54881.5,54919.6015625,54807.75,54917.3984375,0
2026-04-09 07:55:00+00:00,54825.1484375,54882.44921875,54823.3984375,54878.94921875,0
2026-04-09 08:00:00+00:00,54909.1015625,54914.8984375,54810.55078125,54823.69921875,0
2026-04-09 08:05:00+00:00,54851.6015625,54923.19921875,54834.05078125,54911.05078125,0
2026-04-09 08:10:00+00:00,54829.25,54868.30078125,54817.69921875,54850.8515625,0
2026-04-09 08:15:00+00:00,54851.25,54863.30078125,54771.6015625,54824.19921875,0
2026-04-09 08:20:00+00:00,54870.30078125,54902.19921875,54812.5,54848.8515625,0
2026-04-09 08:25:00+00:00,54856.94921875,54898.6484375,54851.1484375,54869.19921875,0
2026-04-09 08:30:00+00:00,54894.94921875,54918.05078125,54810.55078125,54859.05078125,0
2026-04-09 08:35:00+00:00,54910.0,54945.94921875,54853.6015625,54891.6015625,0
2026-04-09 08:40:00+00:00,54828.05078125,54912.80078125,54814.3984375,54909.30078125,0
2026-04-09 08:45:00+00:00,54772.1484375,54839.1015625,54772.1484375,54826.3984375,0
2026-04-09 08:50:00+00:00,54742.3515625,54814.25,54720.8515625,54771.1484375,0
2026-04-09 08:55:00+00:00,54720.80078125,54745.55078125,54687.75,54739.44921875,0
2026-04-09 09:00:00+00:00,54662.6484375,54720.6015625,54626.8515625,54718.75,0
2026-04-09 09:05:00+00:00,54714.1484375,54718.8984375,54647.5,54663.6015625,0
2026-04-09 09:10:00+00:00,54742.3984375,54777.30078125,54686.0,54715.1015625,0
2026-04-09 09:15:00+00:00,54740.69921875,54748.05078125,54682.0,54742.44921875,0
2026-04-09 09:20:00+00:00,54751.75,54765.0,54700.55078125,54736.6015625,0
2026-04-09 09:25:00+00:00,54743.80078125,54761.55078125,54706.8984375,54750.30078125,0
2026-04-09 09:30:00+00:00,54744.5,54932.8515625,54696.30078125,54740.80078125,0
2026-04-09 09:35:00+00:00,54857.5,54890.44921875,54716.8984375,54745.8984375,0
2026-04-09 09:40:00+00:00,54884.25,54891.80078125,54818.6015625,54858.75,0
2026-04-09 09:45:00+00:00,54843.0,54887.44921875,54834.6484375,54881.6484375,0
2026-04-09 09:50:00+00:00,54821.05078125,54861.30078125,54805.05078125,54840.1015625,0
2026-04-09 09:55:00+00:00,54820.0,54862.3515625,54790.30078125,54821.55078125,0
2026-04-10 03:45:00+00:00,55571.30078125,55581.25,55180.80078125,55193.55078125,0
2026-04-10 03:50:00+00:00,55550.25,55619.44921875,55546.30078125,55571.1015625,0
2026-04-10 03:55:00+00:00,55625.75,55626.3515625,55511.8515625,55554.75,0
2026-04-10 04:00:00+00:00,55618.55078125,55710.80078125,55615.80078125,55628.8515625,0
2026-04-10 04:05:00+00:00,55640.75,55651.5,55556.19921875,55617.1484375,0
2026-04-10 04:10:00+00:00,55698.75,55740.55078125,55638.3984375,55645.44921875,0
2026-04-10 04:15:00+00:00,55755.19921875,55790.75,55686.1015625,55695.30078125,0
2026-04-10 04:20:00+00:00,55756.6015625,55786.75,55742.25,55751.44921875,0
2026-04-10 04:25:00+00:00,55794.94921875,55807.0,55743.25,55755.8984375,0
2026-04-10 04:30:00+00:00,55762.5,55844.44921875,55759.6484375,55795.25,0
2026-04-10 04:35:00+00:00,55777.1015625,55787.25,55612.3984375,55763.5,0
2026-04-10 04:40:00+00:00,55849.1484375,55859.44921875,55773.3515625,55776.19921875,0
2026-04-10 04:45:00+00:00,55916.80078125,55928.75,55858.3984375,55859.8515625,0
2026-04-10 04:50:00+00:00,55884.30078125,55922.94921875,55870.0,55918.1015625,0
2026-04-10 04:55:00+00:00,55843.3984375,55917.0,55822.1484375,55881.69921875,0
2026-04-10 05:00:00+00:00,55798.75,55864.6015625,55739.6484375,55843.69921875,0
2026-04-10 05:05:00+00:00,55797.69921875,55840.3515625,55781.6484375,55797.25,0
2026-04-10 05:10:00+00:00,55809.80078125,55832.25,55795.3984375,55800.75,0
2026-04-10 05:15:00+00:00,55793.0,55835.8515625,55793.0,55809.0,0
2026-04-10 05:20:00+00:00,55766.3984375,55810.25,55763.0,55794.3984375,0
2026-04-10 05:25:00+00:00,55826.1015625,55826.44921875,55720.3984375,55769.05078125,0
2026-04-10 05:30:00+00:00,55826.55078125,55860.55078125,55813.25,55829.44921875,0
2026-04-10 05:35:00+00:00,55862.0,55863.55078125,55802.94921875,55827.6015625,0
2026-04-10 05:40:00+00:00,55849.3984375,55881.69921875,55833.3984375,55862.8984375,0
2026-04-10 05:45:00+00:00,55793.1484375,55851.55078125,55760.1015625,55848.3515625,0
2026-04-10 05:50:00+00:00,55776.1484375,55815.19921875,55771.44921875,55794.44921875,0
2026-04-10 05:55:00+00:00,55732.19921875,55828.8515625,55726.05078125,55774.19921875,0
2026-04-10 06:00:00+00:00,55826.8515625,55835.8984375,55732.55078125,55732.55078125,0
2026-04-10 06:05:00+00:00,55763.94921875,55841.3984375,55755.80078125,55831.1484375,0
2026-04-10 06:10:00+00:00,55765.3984375,55794.44921875,55739.94921875,55762.94921875,0
2026-04-10 06:15:00+00:00,55715.5,55781.3984375,55682.1015625,55763.44921875,0
2026-04-10 06:20:00+00:00,55752.80078125,55773.8984375,55713.44921875,55713.44921875,0
2026-04-10 06:25:00+00:00,55758.6015625,55761.8984375,55729.8515625,55753.5,0
2026-04-10 06:30:00+00:00,55795.25,55800.1484375,55733.6484375,55757.55078125,0
2026-04-10 06:35:00+00:00,55820.05078125,55832.8515625,55779.44921875,55790.80078125,0
2026-04-10 06:40:00+00:00,55767.44921875,55825.8984375,55763.1484375,55820.8984375,0
2026-04-10 06:45:00+00:00,55781.1484375,55781.5,55737.80078125,55767.3515625,0
2026-04-10 06:50:00+00:00,55812.05078125,55812.19921875,55746.5,55777.8984375,0
2026-04-10 06:55:00+00:00,55796.3515625,55848.55078125,55766.19921875,55809.1015625,0
2026-04-10 07:00:00+00:00,55743.80078125,55797.6484375,55736.6015625,55794.69921875,0
2026-04-10 07:05:00+00:00,55793.6015625,55798.94921875,55738.5,55740.55078125,0
2026-04-10 07:10:00+00:00,55761.6484375,55808.55078125,55757.05078125,55794.3984375,0
2026-04-10 07:15:00+00:00,55782.6015625,55794.6484375,55752.0,55754.80078125,0
2026-04-10 07:20:00+00:00,55749.1484375,55785.8984375,55710.05078125,55783.6484375,0
2026-04-10 07:25:00+00:00,55788.75,55792.75,55746.30078125,55747.8984375,0
2026-04-10 07:30:00+00:00,55813.19921875,55828.8515625,55783.0,55791.3984375,0
2026-04-10 07:35:00+00:00,55830.0,55855.1015625,55803.8515625,55813.44921875,0
2026-04-10 07:40:00+00:00,55808.1015625,55835.30078125,55801.94921875,55828.8984375,0
2026-04-10 07:45:00+00:00,55810.3984375,55818.8984375,55787.1484375,55807.44921875,0
2026-04-10 07:50:00+00:00,55836.6484375,55845.1484375,55805.25,55810.3984375,0
2026-04-10 07:55:00+00:00,55882.44921875,55885.8984375,55829.30078125,55835.80078125,0
2026-04-10 08:00:00+00:00,55862.6015625,55889.5,55853.75,55880.5,0
2026-04-10 08:05:00+00:00,55860.6015625,55872.1015625,55835.5,55862.8515625,0
2026-04-10 08:10:00+00:00,55890.0,55903.6015625,55857.19921875,55861.6484375,0
2026-04-10 08:15:00+00:00,55844.3984375,55907.94921875,55829.3515625,55892.94921875,0
2026-04-10 08:20:00+00:00,55868.6015625,55888.1015625,55822.5,55843.05078125,0
2026-04-10 08:25:00+00:00,55923.19921875,55934.94921875,55853.8515625,55871.0,0
2026-04-10 08:30:00+00:00,55899.0,55957.44921875,55895.6484375,55926.0,0
2026-04-10 08:35:00+00:00,55924.3984375,55928.25,55901.1015625,55904.55078125,0
2026-04-10 08:40:00+00:00,55881.6484375,55968.8515625,55828.6484375,55924.3515625,0
2026-04-10 08:45:00+00:00,55804.19921875,55885.5,55668.8984375,55885.5,0
2026-04-10 08:50:00+00:00,55698.8984375,55834.5,55695.69921875,55806.6015625,0
2026-04-10 08:55:00+00:00,55727.19921875,55744.75,55669.25,55695.8984375,0
2026-04-10 09:00:00+00:00,55710.8984375,55780.1015625,55710.8984375,55723.8515625,0
2026-04-10 09:05:00+00:00,55743.19921875,55755.1015625,55649.94921875,55710.5,0
2026-04-10 09:10:00+00:00,55757.25,55800.0,55732.19921875,55739.3515625,0
2026-04-10 09:15:00+00:00,55793.6015625,55796.25,55678.1484375,55753.6015625,0
2026-04-10 09:20:00+00:00,55768.0,55796.3515625,55749.05078125,55791.8515625,0
2026-04-10 09:25:00+00:00,55790.0,55798.44921875,55763.25,55767.8984375,0
2026-04-10 09:30:00+00:00,55845.75,55850.30078125,55779.0,55791.6484375,0
2026-04-10 09:35:00+00:00,55949.0,55951.44921875,55843.05078125,55847.75,0
2026-04-10 09:40:00+00:00,55921.8984375,55977.6484375,55918.30078125,55949.19921875,0
2026-04-10 09:45:00+00:00,55921.19921875,55945.94921875,55900.1015625,55923.3984375,0
2026-04-10 09:50:00+00:00,55942.1015625,55952.8515625,55908.1015625,55919.8984375,0
2026-04-10 09:55:00+00:00,55929.3984375,55957.19921875,55914.19921875,55939.8984375,0
2026-04-13 03:45:00+00:00,54489.1484375,54825.55078125,54364.5,54697.75,0
2026-04-13 03:50:00+00:00,54570.55078125,54583.94921875,54463.80078125,54488.75,0
2026-04-13 03:55:00+00:00,54614.44921875,54643.55078125,54560.25,54566.94921875,0
2026-04-13 04:00:00+00:00,54615.8515625,54618.80078125,54526.30078125,54608.5,0
2026-04-13 04:05:00+00:00,54566.44921875,54615.8515625,54510.3984375,54614.94921875,0
2026-04-13 04:10:00+00:00,54677.6015625,54691.19921875,54553.55078125,54564.0,0
2026-04-13 04:15:00+00:00,54686.30078125,54694.55078125,54624.44921875,54679.0,0
2026-04-13 04:20:00+00:00,54729.19921875,54757.30078125,54680.3984375,54688.25,0
2026-04-13 04:25:00+00:00,54753.19921875,54789.3515625,54727.5,54731.30078125,0
2026-04-13 04:30:00+00:00,54765.19921875,54771.69921875,54708.55078125,54755.6484375,0
2026-04-13 04:35:00+00:00,54776.6484375,54797.80078125,54749.6484375,54767.8515625,0
2026-04-13 04:40:00+00:00,54741.0,54806.05078125,54732.55078125,54776.8515625,0
2026-04-13 04:45:00+00:00,54778.3984375,54778.3984375,54669.55078125,54743.75,0
2026-04-13 04:50:00+00:00,54844.75,54871.1015625,54768.25,54778.5,0
2026-04-13 04:55:00+00:00,54903.1015625,54942.25,54838.94921875,54844.80078125,0
2026-04-13 05:00:00+00:00,54881.8515625,54934.6015625,54851.44921875,54902.44921875,0
2026-04-13 05:05:00+00:00,54915.8984375,54921.25,54818.19921875,54882.6484375,0
2026-04-13 05:10:00+00:00,54911.3515625,54939.3984375,54807.6015625,54915.3984375,0
2026-04-13 05:15:00+00:00,54939.55078125,54979.8984375,54902.05078125,54909.5,0
2026-04-13 05:20:00+00:00,54973.0,54995.8515625,54927.55078125,54939.8515625,0
2026-04-13 05:25:00+00:00,54964.3515625,55018.69921875,54951.1484375,54976.05078125,0
2026-04-13 05:30:00+00:00,54951.5,54966.55078125,54921.55078125,54960.8515625,0
2026-04-13 05:35:00+00:00,54942.1015625,54978.6484375,54939.3984375,54948.1015625,0
2026-04-13 05:40:00+00:00,54954.05078125,54959.1015625,54889.94921875,54940.1015625,0
2026-04-13 05:45:00+00:00,54941.94921875,54976.55078125,54940.19921875,54953.19921875,0
2026-04-13 05:50:00+00:00,54943.8515625,54979.25,54898.8515625,54941.30078125,0
2026-04-13 05:55:00+00:00,54908.05078125,54976.5,54908.05078125,54943.19921875,0
2026-04-13 06:00:00+00:00,54917.1484375,54943.94921875,54882.55078125,54911.1484375,0
2026-04-13 06:05:00+00:00,54989.6015625,55012.5,54914.6015625,54915.75,0
2026-04-13 06:10:00+00:00,54953.55078125,54993.0,54949.3984375,54990.19921875,0
2026-04-13 06:15:00+00:00,55041.05078125,55053.69921875,54948.05078125,54955.44921875,0
2026-04-13 06:20:00+00:00,55092.6015625,55094.80078125,55049.55078125,55049.55078125,0
2026-04-13 06:25:00+00:00,55073.25,55131.19921875,55069.05078125,55093.6015625,0
2026-04-13 06:30:00+00:00,55113.19921875,55134.05078125,55075.6484375,55075.6484375,0
2026-04-13 06:35:00+00:00,55147.8515625,55165.94921875,55113.5,55114.94921875,0
2026-04-13 06:40:00+00:00,55209.80078125,55213.0,55147.0,55148.3515625,0
2026-04-13 06:45:00+00:00,55238.75,55243.8984375,55201.8515625,55208.8515625,0
